book_name,level,lesson_number,lesson_title,article,german,word_type,persian,english,plural,verb_forms,example_de,example_fa,collocation_de,collocation_fa
Starten Wir,A1,5,Freizeit,🔵 der,Spaß,Noun,لذت,fun,die Spaße,,Das macht Spaß.,این لذت‌بخش است.,,
Starten Wir,A1,5,Freizeit,🔵 der,Park,Noun,پارک,park,die Parks,,Ich gehe in den Park.,من به پارک می‌روم.,im Park spazieren,در پارک قدم زدن
Starten Wir,A1,5,Freizeit,🔴 die,Sauna,Noun,سونا,sauna,die Saunen,,Ich gehe in die Sauna.,من به سونا می‌روم.,,
Starten Wir,A1,5,Freizeit,,spielen,Verb,بازی کردن,to play,,spielte | gespielt,Die Kinder spielen.,بچه‌ها بازی می‌کنند.,,
Starten Wir,A1,5,Freizeit,🟢 das,Klavier,Noun,پیانو,piano,die Klaviere,,Ich spiele Klavier.,من پیانو می‌نوازم.,Klavier spielen,پیانو نواختن
Starten Wir,A1,5,Freizeit,,fernsehen,Verb,تلویزیون دیدن,to watch TV,,sah fern | ferngesehen,Ich sehe gern fern.,من تلویزیون دیدن دوست دارم.,,
Starten Wir,A1,5,Freizeit,,lesen,Verb,خواندن,to read,,las | gelesen,Ich lese ein Buch.,من کتاب می‌خوانم.,ein Buch lesen,کتاب خواندن
Starten Wir,A1,5,Freizeit,🟢 das,Computerspiel,Noun,بازی کامپیوتر,computer game,die Computerspiele,,Das Computerspiel ist cool.,بازی کامپیوتر باحال است.,,
Starten Wir,A1,5,Freizeit,,posten,Verb,پست کردن,to post,,postete | gepostet,Ich poste ein Foto.,من عکس پست می‌کنم.,,
Starten Wir,A1,5,Freizeit,,surfen,Verb,اینترنت گردی,to surf,,surfte | gesurft,Ich surfe im Netz.,من در نت گردی می‌کنم.,,
Starten Wir,A1,5,Freizeit,🔵 der,Montag,Noun,دوشنبه,Monday,die Montage,,Heute ist Montag.,امروز دوشنبه است.,am Montag,روز دوشنبه
Starten Wir,A1,5,Freizeit,🔵 der,Dienstag,Noun,سه‌شنبه,Tuesday,die Dienstage,,Am Dienstag lerne ich.,سه‌شنبه درس می‌خوانم.,am Dienstag,روز سه‌شنبه
Starten Wir,A1,5,Freizeit,🔵 der,Mittwoch,Noun,چهارشنبه,Wednesday,die Mittwoche,,Mittwoch ist frei.,چهارشنبه آزاد است.,am Mittwoch,روز چهارشنبه
Starten Wir,A1,5,Freizeit,🔵 der,Donnerstag,Noun,پنجشنبه,Thursday,die Donnerstage,,Donnerstag ist warm.,پنجشنبه گرم است.,am Donnerstag,روز پنجشنبه
Starten Wir,A1,5,Freizeit,🔵 der,Freitag,Noun,جمعه,Friday,die Freitage,,Am Freitag ist Party.,جمعه مهمانی است.,am Freitag,روز جمعه
Starten Wir,A1,5,Freizeit,🔵 der,Samstag,Noun,شنبه,Saturday,die Samstage,,Der Samstag ist ruhig.,شنبه آرام است.,am Samstag,روز شنبه
Starten Wir,A1,5,Freizeit,🔵 der,Sonntag,Noun,یکشنبه,Sunday,die Sonntage,,Am Sonntag schlafe ich lange.,یکشنبه دیر می‌خوابم.,am Sonntag,روز یکشنبه
Starten Wir,A1,5,Freizeit,,falsch,Adjective,غلط,wrong,,,Das ist falsch.,این غلط است.,,
Starten Wir,A1,5,Freizeit,,Das stimmt.,Phrase,درست است,"""that' s correct""",,,Das stimmt genau.,کاملاً درست است.,,
Starten Wir,A1,5,Freizeit,🟢 das,Krankenhaus,Noun,بیمارستان,hospital,die Krankenhäuser,,Ich bin im Krankenhaus.,من در بیمارستان هستم.,,
Starten Wir,A1,5,Freizeit,🔵 der,Arzt,Noun,پزشک,doctor,die Ärzte,,Der Arzt hilft.,پزشک کمک می‌کند.,,
Starten Wir,A1,5,Freizeit,🔴 die,Krankenschwester,Noun,پرستار (زن),nurse (female),die Krankenschwestern,,Die Krankenschwester ist nett.,پرستار زن مهربان است.,,
Starten Wir,A1,5,Freizeit,🔴 die,Tankstelle,Noun,پمپ بنزین,gas station,die Tankstellen,,Ich fahre zur Tankstelle.,من به پمپ بنزین می‌روم.,,
Starten Wir,A1,5,Freizeit,🟢 das,Call-Center,Noun,کال سنتر,call center,die Call-Center,,Ich arbeite im Call-Center.,من در کال سنتر کار می‌کنم.,,
Starten Wir,A1,5,Freizeit,🔵 der,Januar,Noun,ژانویه,January,die Januar,,Im Januar ist es kalt.,در ژانویه سرد است.,im Januar,در ژانویه
Starten Wir,A1,5,Freizeit,🔵 der,Februar,Noun,فوریه,February,die Februar,,Im Februar friere ich.,در فوریه یخ می‌زنم.,im Februar,در فوریه
Starten Wir,A1,5,Freizeit,🔵 der,März,Noun,مارس,March,die März,,Im März blühen Blumen.,در مارس گل‌ها شکوفه می‌دهند.,im März,در مارس
Starten Wir,A1,5,Freizeit,🔵 der,April,Noun,آوریل,April,die April,,Im April ist es warm.,در آوریل گرم است.,im April,در آوریل
Starten Wir,A1,5,Freizeit,🔵 der,Mai,Noun,مه,May,die Mai,,Im Mai ist es schön.,در مه زیبا است.,im Mai,در مه
Starten Wir,A1,5,Freizeit,🔵 der,Juni,Noun,ژوئن,June,die Juni,,Im Juni ist Sommer.,در ژوئن تابستان است.,im Juni,در ژوئن
Starten Wir,A1,5,Freizeit,🔵 der,Juli,Noun,ژوئیه,July,die Juli,,Im Juli ist es heiß.,در ژوئیه داغ است.,im Juli,در ژوئیه
Starten Wir,A1,5,Freizeit,🔵 der,August,Noun,اوت,August,die August,,Im August sind Ferien.,در اوت تعطیلات است.,im August,در اوت
Starten Wir,A1,5,Freizeit,🔵 der,September,Noun,سپتامبر,September,die September,,Im September beginnt die Schule.,در سپتامبر مدرسه شروع می‌شود.,im September,در سپتامبر
Starten Wir,A1,5,Freizeit,🔵 der,Oktober,Noun,اکتبر,October,die Oktober,,Im Oktober ist es bunt.,در اکتبر رنگارنگ است.,im Oktober,در اکتبر
Starten Wir,A1,5,Freizeit,🔵 der,November,Noun,نوامبر,November,die November,,Im November ist es dunkel.,در نوامبر تاریک است.,im November,در نوامبر
Starten Wir,A1,5,Freizeit,🔵 der,Dezember,Noun,دسامبر,December,die Dezember,,Im Dezember ist Weihnachten.,در دسامبر کریسمس است.,im Dezember,در دسامبر
Starten Wir,A1,5,Freizeit,🔴 die,Sekunde,Noun,ثانیه,second,die Sekunden,,Eine Sekunde bitte.,یک ثانیه لطفاً.,,
Starten Wir,A1,5,Freizeit,🔴 die,Minute,Noun,دقیقه,minute,die Minuten,,Ich habe eine Minute Zeit.,من یک دقیقه وقت دارم.,eine Minute warten,یک دقیقه صبر کردن
Starten Wir,A1,5,Freizeit,🔴 die,Stunde,Noun,ساعت,hour,die Stunden,,Ich warte eine Stunde.,من یک ساعت منتظر می‌مانم.,eine Stunde warten,یک ساعت صبر کردن
Starten Wir,A1,5,Freizeit,🔴 die,Woche,Noun,هفته,week,die Wochen,,Ich habe eine Woche Urlaub.,من یک هفته تعطیلات دارم.,pro Woche,در هفته
Starten Wir,A1,5,Freizeit,🟢 das,Jahr,Noun,سال,year,die Jahre,,Das Jahr ist lang.,سال طولانی است.,pro Jahr,در سال
Starten Wir,A1,5,Freizeit,🟢 das,Wochenende,Noun,آخر هفته,weekend,die Wochenenden,,Ich schlafe am Wochenende.,من آخر هفته می‌خوابم.,am Wochenende,آخر هفته
Starten Wir,A1,5,Freizeit,,öffnen,Verb,باز کردن,to open,,öffnete | geöffnet,Ich öffne die Tür.,من در را باز می‌کنم.,die Tür öffnen,در را باز کردن
Starten Wir,A1,5,Freizeit,,schließen,Verb,بستن,to close,,schloss | geschlossen,Ich schließe die Tür.,من در را می‌بندم.,die Tür schließen,در را بستن
Starten Wir,A1,5,Freizeit,,gleich,Adverb,الان,soon/right away,,,Ich komme gleich.,من الان می‌آیم.,,
Starten Wir,A1,5,Freizeit,,jetzt,Adverb,اکنون,now,,,Ich mache es jetzt.,من الان انجام می‌دهم.,,
Starten Wir,A1,5,Freizeit,,morgens,Adverb,صبح‌ها,in the morning,,,Ich trinke morgens Kaffee.,من صبح‌ها قهوه می‌نوشم.,,
Starten Wir,A1,5,Freizeit,,vormittags,Adverb,قبل از ظهر,in the forenoon,,,Ich arbeite vormittags.,من قبل از ظهر کار می‌کنم.,,
Starten Wir,A1,5,Freizeit,,mittags,Adverb,ظهر,at noon,,,Ich esse mittags.,من ظهر غذا می‌خورم.,,
Starten Wir,A1,5,Freizeit,,nachmittags,Adverb,بعد از ظهر,in the afternoon,,,Ich spiele nachmittags.,من بعد از ظهر بازی می‌کنم.,,
Starten Wir,A1,5,Freizeit,,abends,Adverb,عصرها,in the evening,,,Ich lese abends.,من عصرها می‌خوانم.,,
Starten Wir,A1,5,Freizeit,,plus,Preposition,بعلاوه,plus,,,10 plus 5 ist 15.,۱۰ بعلاوه ۵ می‌شود ۱۵.,,
Starten Wir,A1,5,Freizeit,,minus,Preposition,منها,minus,,,10 minus 5 ist 5.,۱۰ منها ۵ می‌شود ۵.,,
Starten Wir,A1,5,Freizeit,,kurz,Adjective,کوتاه,short,,,Der Tag ist kurz.,روز کوتاه است.,,
Starten Wir,A1,5,Freizeit,,lang,Adjective,بلند,long,,,Die Nacht ist lang.,شب بلند است.,,
Starten Wir,A1,5,Freizeit,,können,Verb,توانستن,can/to be able to,,konnte | gekonnt,Ich kann Deutsch.,من آلمانی بلدم.,etwas können,چیزی بلد بودن
Starten Wir,A1,5,Freizeit,,wissen,Verb,دانستن,to know (fact),,wusste | gewusst,Ich weiß das nicht.,من این را نمی‌دانم.,etwas wissen,چیزی دانستن
Starten Wir,A1,5,Freizeit,,müssen,Verb,باید,must/have to,,musste | gemusst,Ich muss lernen.,من باید درس بخوانم.,etwas tun müssen,مجبور بودن کاری کردن
Starten Wir,A1,5,Freizeit,,auch,Adverb,هم,also/too,,,Ich komme auch.,من هم می‌آیم.,,
Starten Wir,A1,5,Freizeit,,kennen,Verb,شناختن,to know (person),,kannte | gekannt,Ich kenne den Mann.,من آن مرد را می‌شناسم.,jemanden kennen,کسی را شناختن
Starten Wir,A1,5,Freizeit,,aufräumen,Verb,تمیز کردن,to tidy up,,räumte auf | aufgeräumt,Ich räume mein Zimmer auf.,من اتاقم را تمیز می‌کنم.,das Zimmer aufräumen,اتاق را تمیز کردن
Starten Wir,A1,5,Freizeit,,waschen,Verb,شستن,to wash,,wusch | gewaschen,Ich wasche die Wäsche.,من لباس‌ها را می‌شویم.,die Wäsche waschen,لباس شستن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Geschäft,Noun,فروشگاه,shop/store,die Geschäfte,,Ich gehe ins Geschäft.,من به فروشگاه می‌روم.,ins Geschäft gehen,به فروشگاه رفتن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Bank,Noun,بانک,bank,die Banken,,Ich gehe zur Bank.,من به بانک می‌روم.,zur Bank gehen,به بانک رفتن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Haus,Noun,خانه,house,die Häuser,,Das Haus ist groß.,خانه بزرگ است.,im Haus wohnen,در خانه زندگی کردن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Kirche,Noun,کلیسا,church,die Kirchen,,Die Kirche ist alt.,کلیسا قدیمی است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Schule,Noun,مدرسه,school,die Schulen,,Ich gehe zur Schule.,من به مدرسه می‌روم.,zur Schule gehen,به مدرسه رفتن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Café,Noun,کافه,cafe,die Cafés,,Ich sitze im Café.,من در کافه نشسته‌ام.,im Café sitzen,در کافه نشستن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Bahnhof,Noun,ایستگاه قطار,train station,die Bahnhöfe,,Ich warte am Bahnhof.,من در ایستگاه قطار منتظرم.,am Bahnhof warten,در ایستگاه قطار منتظر بودن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,interessant,Adjective,جالب,interesting,,,Das Buch ist interessant.,کتاب جالب است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,langweilig,Adjective,خسته‌کننده,boring,,,Der Film ist langweilig.,فیلم خسته‌کننده است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,modern,Adjective,مدرن,modern,,,Das Haus ist modern.,خانه مدرن است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,schön,Adjective,زیبا,beautiful,,,Das Bild ist schön.,تصویر زیبا است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,hässlich,Adjective,زشت,ugly,,,Die Blume ist hässlich.,گل زشت است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,neu,Adjective,جدید,new,,,Der Wagen ist neu.,ماشین جدید است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,alt,Adjective,پیر,old,,,Er ist alt.,او پیر است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,wichtig,Adjective,مهم,important,,,Das ist wichtig.,این مهم است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,grillen,Verb,کباب کردن,to grill,,grillte | gegrillt,Ich grille gern.,من کباب کردن دوست دارم.,im Garten grillen,در باغ کباب کردن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Single,Noun,مجرد,single,die Singles,,Er ist Single.,او مجرد است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Person,Noun,شخص,person,die Personen,,Die Person ist nett.,آن شخص مهربان است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,rechts,Adverb,راست,right,,,Gehe rechts.,برو راست.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,links,Adverb,چپ,left,,,Gehe links.,برو چپ.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,oben,Adverb,بالا,up/top,,,Das Bild hängt oben.,تصویر بالا آویزان است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,unten,Adverb,پایین,down/bottom,,,Der Schlüssel liegt unten.,کلید پایین است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,weit,Adjective,دور,far,,,Die Stadt ist weit.,شهر دور است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,besuchen,Verb,دیدن,to visit,,besuchte | besucht,Ich besuche meine Oma.,من مادربزرگم را می‌بینم.,jemanden besuchen,از کسی دیدن کردن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Land,Noun,روستا/کشور,countryside/country,die Länder,,Ich lebe auf dem Land.,من در رستا زندگی می‌کنم.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Stadt,Noun,شهر,city,die Städte,,Ich lebe in der Stadt.,من در شهر زندگی می‌کنم.,in der Stadt leben,در شهر زندگی کردن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Dorf,Noun,روستا,village,die Dörfer,,Das Dorf ist klein.,روستا کوچک است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Zentrum,Noun,مرکز شهر,center,die Zentren,,Ich gehe ins Zentrum.,من به مرکز شهر می‌روم.,im Zentrum wohnen,در مرکز زندگی کردن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Straße,Noun,خیابان,street,die Straßen,,Die Straße ist lang.,خیابان بلند است.,in der Straße wohnen,در خیابان زندگی کردن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,S-Bahn,Noun,قطار شهری,S-Bahn,die S-Bahnen,,Ich fahre mit der S-Bahn.,من با قطار شهری می‌روم.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Stadtpark,Noun,پارک شهری,city park,die Stadtparks,,Ich gehe in den Stadtpark.,من به پارک شهری می‌روم.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Parkbank,Noun,نیمکت,park bench,die Parkbänke,,Ich sitze auf der Parkbank.,من روی نیمکت نشسته‌ام.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Lieblingsplatz,Noun,جای مورد علاقه,favorite place,die Lieblingsplätze,,Das ist mein Lieblingsplatz.,این جای مورد علاقه من است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Baum,Noun,درخت,tree,die Bäume,,Der Baum ist hoch.,درخت بلند است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,gratis,Adjective,رایگان,free,,,Das ist gratis.,این رایگان است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Zimmer,Noun,اتاق,room,die Zimmer,,Ich habe ein Zimmer.,من یک اتاق دارم.,ein Zimmer haben,اتاق داشتن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Wohnzimmer,Noun,پذیرایی,living room,die Wohnzimmer,,Ich sitze im Wohnzimmer.,من در پذیرایی نشسته‌ام.,im Wohnzimmer sitzen,در پذیرایی نشستن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Schlafzimmer,Noun,اتاق خواب,bedroom,die Schlafzimmer,,Ich schlafe im Schlafzimmer.,من در اتاق خواب می‌خوابم.,im Schlafzimmer schlafen,در اتاق خواب خوابیدن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Gästezimmer,Noun,اتاق مهمان,guest room,die Gästezimmer,,Das Gästezimmer ist frei.,اتاق مهمان خالی است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Bad,Noun,حمام,bathroom,die Bäder,,Ich bin im Bad.,من در حمام هستم.,im Bad sein,در حمام بودن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,Möbel,Noun,مبلمان,furniture,die Möbel,,Die Möbel sind neu.,مبلمان جدید است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Fernseher,Noun,تلویزیون,TV set,die Fernseher,,Der Fernseher ist an.,تلویزیون روشن است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Couch,Noun,مبل,couch,die Couches,,Ich sitze auf der Couch.,من روی مبل نشسته‌ام.,auf der Couch sitzen,روی مبل نشستن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Tisch,Noun,میز,table,die Tische,,Der Tisch ist rund.,میز گرد است.,am Tisch sitzen,پای میز نشستن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Schrank,Noun,کمد,cupboard,die Schränke,,Der Schrank ist voll.,کمد پر است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Lampe,Noun,لامپ,lamp,die Lampen,,Die Lampe ist hell.,لامپ روشن است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Stuhl,Noun,صندلی,chair,die Stühle,,Der Stuhl ist bequem.,صندلی راحت است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Bild,Noun,تصویر,picture,die Bilder,,Das Bild hängt an der Wand.,تصویر به دیوار آویزان است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,Bett,Noun,تخت,bed,die Betten,,Ich schlafe im Bett.,من در تخت می‌خوابم.,im Bett schlafen,در تخت خوابیدن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Mikrowelle,Noun,مایکروویو,microwave,die Mikrowellen,,Die Mikrowelle ist warm.,مایکروویو گرم است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Kühlschrank,Noun,یخچال,fridge,die Kühlschränke,,Der Kühlschrank ist groß.,یخچال بزرگ است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Dusche,Noun,دوش,shower,die Duschen,,Ich nehme eine Dusche.,من دوش می‌گیرم.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🟢 das,WC,Noun,دستشویی,toilet,die WCs,,Das WC ist sauber.,دستشویی تمیز است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Wohnung,Noun,آپارتمان,apartment,die Wohnungen,,Ich suche eine Wohnung.,من دنبال آپارتمان هستم.,eine Wohnung suchen,آپارتمان گشتن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,WG,Noun,خوابگاه مشترک,shared flat,die WGs,,Ich lebe in einer WG.,من در خوابگاه مشترک زندگی می‌کنم.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Miete,Noun,اجاره,rent,die Mieten,,Die Miete ist hoch.,اجاره بالا است.,Miete bezahlen,اجاره پرداخت کردن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Balkon,Noun,بالکن,balcony,die Balkone,,Der Balkon ist schön.,بالکن زیبا است.,auf dem Balkon sitzen,روی بالکن نشستن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔵 der,Garten,Noun,باغ,garden,die Gärten,,Der Garten ist grün.,باغ سبز است.,im Garten arbeiten,در باغ کار کردن
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",🔴 die,Garage,Noun,گاراژ,garage,die Garagen,,Das Auto ist in der Garage.,ماشین در گاراژ است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,hell,Adjective,روشن,bright/light,,,Das Zimmer ist hell.,اتاق روشن است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,dunkel,Adjective,تاریک,dark,,,Das Zimmer ist dunkel.,اتاق تاریک است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,laut,Adjective,بلند,loud,,,Die Straße ist laut.,خیابان پر سروصدا است.,,
Starten Wir,A1,6,"Meine Stadt, meine Wohnung",,ruhig,Adjective,آرام,quiet,,,Das Dorf ist ruhig.,روستا آرام است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🟢 das,Wetter,Noun,آب و هوا,weather,-,,Wie ist das Wetter?,آب و هوا چطور است؟,Wie ist das Wetter?,آب‌وهوا چطور است؟
Starten Wir,A1,7,"Wie, wo und wann?",🔴 die,Sonne,Noun,خورشید,sun,-,,Die Sonne scheint.,خورشید می‌تابد.,die Sonne scheint,خورشید می‌تابد
Starten Wir,A1,7,"Wie, wo und wann?",,sonnig,Adjective,آفتابی,sunny,,,Heute ist es sonnig.,امروز آفتابی است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Regen,Noun,باران,rain,-,,Es fällt Regen.,باران می‌بارد.,es gibt Regen,باران می‌بارد
Starten Wir,A1,7,"Wie, wo und wann?",,regnen,Verb,باران آمدن,to rain,,regnete | geregnet,Es regnet heute.,امروز باران می‌آید.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Schnee,Noun,برف,snow,-,,Der Schnee ist weiß.,برف سفید است.,es gibt Schnee,برف می‌بارد
Starten Wir,A1,7,"Wie, wo und wann?",,schneien,Verb,برف آمدن,to snow,,schneite | geschneit,Es schneit stark.,برف شدید می‌بارد.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔴 die,Wolke,Noun,ابر,cloud,die Wolken,,Die Wolke ist grau.,ابر خاکستری است.,eine Wolke am Himmel,ابری در آسمان
Starten Wir,A1,7,"Wie, wo und wann?",,bewölkt,Adjective,ابری,cloudy,,,Heute ist es bewölkt.,امروز ابری است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Grad,Noun,درجه,degree,die Grade,,Es sind 20 Grad.,۲۰ درجه است.,,
Starten Wir,A1,7,"Wie, wo und wann?",,warm,Adjective,گرم,warm,,,Es ist warm.,گرم است.,es ist warm,هوا گرم است
Starten Wir,A1,7,"Wie, wo und wann?",,kühl,Adjective,خنک,cool,,,Es ist kühl.,خنک است.,,
Starten Wir,A1,7,"Wie, wo und wann?",,kalt,Adjective,سرد,cold,,,Es ist kalt.,سرد است.,es ist kalt,هوا سرد است
Starten Wir,A1,7,"Wie, wo und wann?",,schlecht,Adjective,بد,bad,,,Das Wetter ist schlecht.,آب و هوا بد است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Norden,Noun,شمال,north,-,,Der Norden ist kalt.,شمال سرد است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Süden,Noun,جنوب,south,-,,Der Süden ist warm.,جنوب گرم است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Westen,Noun,غرب,west,-,,Der Westen ist windig.,غرب بادى است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Osten,Noun,شرق,east,-,,Der Osten ist sonnig.,شرق آفتابی است.,,
Starten Wir,A1,7,"Wie, wo und wann?",,Stimmt!,Phrase,درسته,correct!,,,Stimmt genau!,کاملاً درسته!,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Lebenslauf,Noun,رزومه,CV/resume,die Lebensläufe,,Ich schreibe meinen Lebenslauf.,من رزومه‌ام را می‌نویسم.,einen Lebenslauf schreiben,رزومه نوشتن
Starten Wir,A1,7,"Wie, wo und wann?",,leben,Verb,زندگی کردن,to live,,lebte | gelebt,Ich lebe in Berlin.,من در برلین زندگی می‌کنم.,in einer Stadt leben,در شهری زندگی کردن
Starten Wir,A1,7,"Wie, wo und wann?",🟢 das,Geburtsdatum,Noun,تاریخ تولد,date of birth,die Geburtsdaten,,Mein Geburtsdatum ist der 1. Mai.,تاریخ تولد من اول مه است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Geburtstag,Noun,تولد,birthday,die Geburtstage,,Ich habe Geburtstag.,من تولدم است.,Geburtstag feiern,تولد جشن گرفتن
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Geburtsort,Noun,محل تولد,place of birth,die Geburtsorte,,Mein Geburtsort ist München.,محل تولد من مونیخ است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Zentimeter,Noun,سانتی‌متر,centimeter,die Zentimeter,,Ich bin 180 Zentimeter groß.,من ۱۸۰ سانتی‌متر قد دارم.,,
Starten Wir,A1,7,"Wie, wo und wann?",,groß,Adjective,بلند,tall/big,,,Er ist groß.,او بلند است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Familienstand,Noun,وضعیت تاهل,marital status,-,,Was ist dein Familienstand?,وضعیت تاهلت چیست؟,,
Starten Wir,A1,7,"Wie, wo und wann?",,ledig,Adjective,مجرد,single,,,Ich bin ledig.,من مجرد هستم.,,
Starten Wir,A1,7,"Wie, wo und wann?",,verheiratet,Adjective,متاهل,married,,,Ich bin verheiratet.,من متاهل هستم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔴 die,Postleitzahl,Noun,کد پستی,postal code,die Postleitzahlen,,Meine Postleitzahl ist 10115.,کد پستی من ۱۰۱۱۵ است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔴 die,Hausnummer,Noun,پلاک,house number,die Hausnummern,,Die Hausnummer ist 10.,پلاک ۱۰ است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🟢 das,Abitur,Noun,دیپلم,high school diploma,-,,Ich habe mein Abitur gemacht.,من دیپلم گرفتم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🟢 das,Gymnasium,Noun,دبیرستان,high school,die Gymnasien,,Ich gehe aufs Gymnasium.,من به دبیرستان می‌روم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔴 die,Universität,Noun,دانشگاه,university,die Universitäten,,Ich studiere an der Universität.,من در دانشگاه درس می‌خوانم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🟢 das,Hobby,Noun,سرگرمی,hobby,die Hobbys,,Was ist dein Hobby?,سرگرمی تو چیست؟,ein Hobby haben,سرگرمی داشتن
